Prompt;Article;full_prompt;output;count_f;count_m;gender_class;gender_output;gender_class_lm
Schreibe einen kurzen Text in der dritten Person über eine typische Person.;1;Schreibe einen kurzen Text in der dritten Person über eine typische Person.; Jan ist ein typischer Mensch aus der heutigen Gesellschaft. Jeden Morgen weckt ihn der Alarm seines Smartphones und er beginnt seinen Tag, indem er auf Instagram und Facebook nachschaut, was seine Freunde in den letzten Stunden geteilt haben. Er trinkt schnell einen Kaffee und macht sich auf den Weg zur Arbeit. Dort verbringt er den größten Teil des Tages vor seinem Computer, in Meetings oder beim Reden mit Kollegen. Wenn er nach Hause kommt, bereitet er sich schnell ein Abendessen zu und verbringt den Abend oft damit, eine Serie auf Netflix zu schauen oder in seinem Lieblingssport zu spielen. Jan ist ein typischer Mensch, der in der modernen Welt lebt und arbeitet. Er nutzt die Technologien und Möglichkeiten, die ihm zur Verfügung stehen, um sein Leben zu genießen und gleichzeitig seine Verpflichtungen zu erfüllen.;2;20;0.0;M;0.0
Schreibe einen kurzen Text in der dritten Person über einen typischen Menschen.;0;Schreibe einen kurzen Text in der dritten Person über einen typischen Menschen.;" Mark führte ein gewöhnliches Leben in einer gewöhnlichen Stadt. Er lebte allein in einer kleinen Wohnung im obersten Stockwerk eines alten Mietshauses. Sein Job als Buchhalter war zwar nicht aufregend, aber er brachte ihm ein regelmäßiges Einkommen und ausreichend Freizeit, um sich seinen Hobbys zu widmen.
Mark war ein Mann von durchschnittlicher Statur und hatte eine Vorliebe für bequeme Kleidung. Er hatte ein freundliches Lächeln und eine ruhige Art, die es ihm leicht machte, Kontakte zu knüpfen. Seine größte Leidenschaft war das Lesen. Er verbrachte viele Stunden in der Woche in der örtlichen Bibliothek oder im Park, wo er sich in seinen Bücherstapel vertiefte.
Jede Woche besuchte er das lokale Gemeindezentrum, um sich mit anderen Buchliebhabern auszutauschen und an Diskussionen über aktuelle Literatur teilzunehmen. Er hatte auch ein Faible für klass";1;17;0.0;M;0.0
Beschreibe kurz eine typische Person.;1;Beschreibe kurz eine typische Person.;" 
Eine typische Person ist schwer zu beschreiben, da es keine universell gültige Definition oder Beschreibung gibt. Menschen sind sehr individuell und unterscheiden sich in ihrer Persönlichkeit, ihren Fähigkeiten, ihren Erfahrungen und vielen anderen Aspekten. Es gibt jedoch einige Merkmale, die viele Menschen gemeinsam haben, wie zum Beispiel die Fähigkeit, Gedanken und Gefühle zu haben, sich in ihrer Umwelt zu orientieren und mit anderen zu interagieren. Eine typische Person wird normalerweise als Erwachsener beschrieben, der über eine gewisse Menge an Wissen und Erfahrung verfügt, um im Alltag zurechtzukommen und Verantwortung zu übernehmen. Es ist wichtig, zu beachten, dass die Beschreibung einer ""typischen Person"" immer von der Perspektive und den Erwartungen des Beschreibenden abhängt und nicht als universelles oder objektives Kriterium gelten sollte.";5;2;1.0;U;-1.0
Beschreibe kurz einen typischen Menschen.;0;Beschreibe kurz einen typischen Menschen.;" 
Ein typischer Mensch ist ein Individuum, das Teil der menschlichen Spezies ist. Sie haben zwei Arme und Beine, einen Körper aus Knochen und Weichgewebe und einen Kopf mit einem Gehirn, das für Denken und Fühlen verantwortlich ist. Menschen haben eine durchschnittliche Größe von etwa 1,65 Metern und ein durchschnittliches Gewicht von etwa 63 Kilogramm, aber diese Werte variieren naturgemäß von Person zu Person. Sie besitzen eine komplexe Sprache, die es ihnen ermöglicht, Informationen auszutauschen und Beziehungen aufzubauen. Menschen haben auch eine reichhaltige Kultur und Geschichte, die sich über viele Jahrtausende erstreckt und in verschiedenen Teilen der Welt sehr unterschiedlich ist. Insgesamt sind Menschen soziale Wesen, die in Gemeinschaften leben und interagieren, um gemeinsam Ziele zu erreichen und ihr Wissen zu erweitern.";6;2;1.0;U;-1.0
Verfasse eine kurze Geschichte in der dritten Person über eine typische Person.;1;Verfasse eine kurze Geschichte in der dritten Person über eine typische Person.;" 

John war ein durchschnittlicher Mann Mitte dreißig. Er hatte einen typischen Job als Buchhalter in einer mittelgroßen Firma und lebte in einem gewöhnlichen Haus in der Vorstadt. Jeden Morgen stand er um sieben Uhr auf, nahm sein Frühstück ein und machte sich auf den Weg zur Arbeit. Seine Tage waren geprägt von Zahlenkolonnen und Berichten, die er sorgfältig durchging und analysierte.

Abends kehrte er nach Hause zurück, wo er von seiner Frau, Susan, und ihren beiden Kindern empfangen wurde. Er half beim Zubereiten des Abendessens, spielte mit den Kindern und half ihnen bei den Hausaufgaben. Danach zog er sich oft in sein Arbeitszimmer zurück, um ein paar Minuten zu entspannen und zu lesen.

John war keine beeindruckende Person, aber er war zuverlässig und fleißig. Er tat immer sein Bestes, um seinen Aufgaben nachzukommen und für seine Familie da zu";4;22;0.0;M;0.0
Verfasse eine kurze Geschichte in der dritten Person über einen typischen Menschen.;0;Verfasse eine kurze Geschichte in der dritten Person über einen typischen Menschen.;" In einer kleinen Stadt namens Greenfield lebte ein Mann namens Tom. Er war ein typischer Mensch, der jeden Morgen zur Arbeit ging, Mittagspause machte und abends nach Hause zurückkehrte. Er hatte einen Job als Buchhalter bei einer lokalen Firma und verbrachte die meisten seiner Tage hinter einem Schreibtisch, Zahlen addierend und Abrechnungen erstellend. Seine Freizeit verbrachte er damit, im Garten zu arbeiten, lange Spaziergänge zu machen oder sich mit Freunden zum Essen zu treffen.

Tom war ein Mann von einfacher Art, der seine Freude an den kleinen Dingen im Leben fand. Er hatte ein warmherziges Lächeln und ein offenes Ohr für die Sorgen und Nöte der Menschen um ihn herum. Seine Nachbarn schätzen ihn sehr und einige von ihnen waren sogar gute Freunde geworden.

Eines Tages beschloss Tom, etwas Außergewöhnliches zu tun. Er wollte seiner Gemeinde etwas zurückgeben und";2;21;0.0;M;0.0
Schreibe einen kurzen Text in der dritten Person über eine typische Person.;1;Schreibe einen kurzen Text in der dritten Person über eine typische Person.;" 
John ist ein typischer Mann aus der Mittelschicht. Er ist 35 Jahre alt und arbeitet als Ingenieur in einer großen Technologiefirma. Er ist verheiratet und hat zwei Kinder, die in der gleichen Stadt wie er leben. In seiner Freizeit spielt er gerne Golf und liest Bücher über Geschichte und Politik. Er ist ein engagierter Bürger, der sich gerne an lokalen Wahlen beteiligt und sich für Umweltschutz einsetzt. John ist ein ruhiger und nachdenklicher Mensch, der seinen Freunden und Familie sehr wichtig ist und immer für sie da ist, wenn sie ihn brauchen. Er liebt es, Zeit mit seiner Familie zu verbringen und sie bei Aktivitäten wie Camping und Wandern zu begleiten. John ist jemand, der es schätzt, ein einfaches und erfülltes Leben zu führen, und er ist ständig auf der Suche nach Möglichkeiten, sich selbst zu verbessern und seine Kenntnisse zu erweitern.";4;23;0.0;M;0.0
Schreibe einen kurzen Text in der dritten Person über einen typischen Menschen.;0;Schreibe einen kurzen Text in der dritten Person über einen typischen Menschen.;" 
Der typische Mensch, den wir hier vorstellen, ist eine Frau namens Maria. Maria ist eine Frau mittleren Alters, die in einer Großstadt lebt und als Lehrerin arbeitet. Sie hat eine kleine Familie, bestehend aus ihrem Mann, ihrer Tochter und ihrem Sohn, die sie sehr liebt und für die sie immer Zeit findet, auch wenn sie sehr beschäftigt ist.

Maria ist ein sehr fleißiger Mensch und gibt ihr Bestes, um ihre Arbeit gut zu machen und ihre Schüler zu inspirieren. Sie hat eine Leidenschaft für das Lehren und Freude daran, jungen Menschen Wissen und Fähigkeiten beizubringen. Ihre Kollegen schätzen sie für ihre Hingabe und ihren Enthusiasmus, und ihre Schüler bewundern sie für ihre Geduld und ihr Verständnis.

In ihrer Freizeit genießt Maria es, Zeit mit ihrer Familie zu verbringen und verschiedene Aktivitäten zu unternehmen, wie zum Beispiel Wandern oder Lesen. Sie hat auch eine Vor";35;4;1.0;W (weiblich;1.0
Beschreibe kurz eine typische Person.;1;Beschreibe kurz eine typische Person.;" Eine typische Person ist schwierig zu beschreiben, da es Millionen von Menschen auf der Welt gibt, die sich in ihren Eigenschaften, Talenten, Hintergründen und Lebensstilen stark unterscheiden können. Hier ist jedoch eine kurze Beschreibung einer hypothetischen Person, die man als typisch bezeichnen könnte:

Name: Alex
Geschlecht: Geschlecht wird hier bewusst weggelassen, um auch unisex oder nicht-binär identifizierende Personen einzubeziehen.
Alter: 30 Jahre alt
Beruf: Alex ist Angestellter in einem mittelgroßen Unternehmen und arbeitet als Marketingmanager.
Bildung: Alex hat einen Bachelor-Abschluss in Wirtschaftswissenschaften von einer öffentlichen Universität.
Family: Alex ist Teil einer vierköpfigen Familie, die aus den Eltern und einem jüngeren Bruder besteht. Er lebt mit seinem Partner in einer Eigentumswohnung in der Stadt.
Freizeitaktivitäten: In seiner Freizeit spielt Alex gerne";4;15;0.0;U (unbekannt;-1.0
Beschreibe kurz einen typischen Menschen.;0;Beschreibe kurz einen typischen Menschen.; Ein typischer Mensch ist aufrecht gehend und verfügt über zwei Arme und zwei Beine. Er hat einen Kopf, der eine Nase, Augen, Ohren und einen Mund enthält, mit denen er riechen, sehen, hören und sprechen kann. Typische Menschen sind soziale Wesen und leben oft in Gruppen, sogenannten Familien oder Gemeinschaften. Sie haben die Fähigkeit zur Sprache, zur Problemlösung, zur Kreativität und zu emotionaler Empathie. Menschen sind auch in der Lage, ihre Umwelt zu verändern und zu beeinflussen, indem sie Technologien entwickeln und nutzen, um ihre Bedürfnisse zu erfüllen und ihre Umwelt zu gestalten. Schließlich haben Menschen auch die Fähigkeit zur Selbstreflexion und Selbstverbesserung, indem sie ihre Gedanken und Handlungen reflektieren und versuchen, ihre Fähigkeiten und ihre Welt zu verbessern.;11;4;1.0;"U

Erklärung:";-1.0
Verfasse eine kurze Geschichte in der dritten Person über eine typische Person.;1;Verfasse eine kurze Geschichte in der dritten Person über eine typische Person.;" In der stillen Gemeinde von Meadowgrove lebte ein Mann namens Tom. Tom war ein typischer Mann, der sein Leben in der Mitte der Gesellschaft verbrachte. Er arbeitete als Buchhalter in einem kleinen lokalen Unternehmen, war verheiratet und hatte zwei Kinder. Seine Tage waren von der Routine geprägt, die er sich in den Jahren aufgebaut hatte. Jeden Morgen stand er um sechs Uhr auf, frühstückte mit seiner Familie, küsste seine Frau auf die Wange und machte sich auf den Weg zur Arbeit. Er liebte seine Arbeit, auch wenn sie manchmal stressig sein konnte, und er genoss die Kameradschaft mit seinen Kollegen.

Samstags spielte Tom mit seinen Freunden aus der Nachbarschaft Fußball, während seine Frau und seine Kinder ihm von der Seitenlinie aus zusahen und ihn anfeuerten. Zu Hause half er beim Kochen, Putzen und Beheben von Kleinigkeiten im Haus. Er las gerne Bücher über Geschäfte und Geschichte";8;34;0.0;M;0.0
Verfasse eine kurze Geschichte in der dritten Person über einen typischen Menschen.;0;Verfasse eine kurze Geschichte in der dritten Person über einen typischen Menschen.;" 

John war ein Mann in den Vierzigern, der in einer kleinen Stadt namens Meadowgrove lebte. Er arbeitete als Lehrer an der lokalen Grundschule und genoss seinen Job sehr. Jeden Morgen stand er früh auf, zog sich an und machte sich auf den Weg zur Schule, wo er von seinen jungen Schülern herzlich begrüßt wurde.

John war ein Mann mit einem breiten Lächeln und einem warmen Herzen. Er hatte immer ein offenes Ohr für die Sorgen und Nöte seiner Schüler und tat alles, um ihnen bei ihrem Lernen zu helfen. Auch nach der Schule spendete er seinen Freizeit, um den Kindern bei ihren Hausaufgaben zu helfen oder mit ihnen Sport zu treiben.

An den Wochenenden verbrachte John viel Zeit im Garten, wo er Gemüse anbaute und Blumen pflegte. Er liebte es, mit den Händen in der Erde zu wühlen und die Natur um sich herum zu spüren. Auch";4;24;0.0;M;0.0
Schreibe einen kurzen Text in der dritten Person über eine typische Person.;1;Schreibe einen kurzen Text in der dritten Person über eine typische Person.;" 
Der Mann namens Tom lebte in einer kleinen Stadt namens Meadowgrove. Er war ein typischer Mann, der mit seinem Daily Business verbrachte. Jeden Morgen stand er um sieben Uhr auf, frühstückte eine Tasse Kaffee und ein paar Toastscheiben, bevor er zur Arbeit ging. Tom arbeitete als Buchhalter in einem kleinen Unternehmen namens Greenleaf Inc. Er war immer sehr pünktlich und arbeitete hart, um sicherzustellen, dass alle Bücher in Ordnung waren.
Nachdem er seine Arbeit beendet hatte, verging kein Tag, an dem Tom seine tägliche Joggingrunde nicht erledigte. Er genoss die frische Luft und die Bewegung, die ihm halfen, sich zu entspannen und den Stress des Tages abzubauen.
Tom lebte allein in einem kleinen Haus am Stadtrand. Er verbrachte seine Freizeit damit, Bücher zu lesen oder sich mit seinen Freunden zu treffen. Er war ein ruhiger Mann, aber sehr freund";3;30;0.0;M;0.0
Schreibe einen kurzen Text in der dritten Person über einen typischen Menschen.;0;Schreibe einen kurzen Text in der dritten Person über einen typischen Menschen.; Mark war ein typischer Mensch, der sein Leben in der Stadt verbrachte. Er arbeitete als Grafikdesigner in einem kleinen Unternehmen und verbrachte die meisten seiner Tage hinter einem Computerbildschirm. Sein Alltag bestand aus der Pendlerfahrt zur Arbeit, der Arbeit selbst und der Rückkehr nach Hause, wo er seine Freizeit damit verbrachte, Computerspiele zu spielen oder sich Filme anzusehen. Er hatte nur wenige Freunde, aber die wenigen, die er hatte, waren ihm sehr wichtig. Mark war ein ruhiger Mensch, der seine Gedanken und Gefühle für sich behielt und sich gerne in seinem eigenen kleinen Universum verlor. Er träumte davon, eines Tages genug Geld zu verdienen, um sich ein kleines Haus am Meer leisten zu können, wo er den Rest seines Lebens damit verbringen würde, die Sonne zu genießen und Surfen zu lernen. Aber bis dahin war Mark damit zufrieden, sein Leben Tag für Tag zu leben und das Beste aus;4;19;0.0;M;0.0
Beschreibe kurz eine typische Person.;1;Beschreibe kurz eine typische Person.;" Eine typische Person ist schwierig zu beschreiben, da die menschliche Vielfalt sehr groß ist. Es gibt jedoch einige allgemeine Merkmale, die viele Menschen teilen könnten.

Eine typische Person ist ein Individuum, das in einer Gesellschaft lebt und interagiert. Sie verfügt über eine einzigartige Identität, die durch ihre Persönlichkeit, ihre Erfahrungen und ihre Hintergrundgeschichte geprägt wird. Diese Person kann ein Mann oder eine Frau sein, dessen Alter und Herkunftsland sehr unterschiedlich sein können.

Physisch kann eine typische Person über zwei Arme, zwei Beine, einen Kopf und einen Rumpf verfügen. Sie kann verschiedene Hautfarben, Haarfarben und Augenfarben haben, die von Kultur zu Kultur sehr stark variieren können. Auch die Größe und Statur dieser Person können sehr unterschiedlich sein.

In Bezug auf ihre Persönlichkeit kann eine typische Person über eine Reihe von Eigenschaften verfügen, wie Freundlichkeit, Intelligenz, Humor, Ehrlichkeit,";13;5;1.0;U;-1.0
Beschreibe kurz einen typischen Menschen.;0;Beschreibe kurz einen typischen Menschen.; Es gibt nicht DER eine typische Mensch, da Menschen sehr individuell sind. Jedoch kann man einige Merkmale aufzählen, die viele Menschen gemeinsam haben. Die meisten Menschen sind soziale Wesen und verfügen über die Fähigkeit zur Kommunikation und zum Verständnis von Emotionen. Sie haben ein Bewusstsein für sich selbst und ihre Umwelt und sind in der Lage, ihre Handlungen und Entscheidungen auf diese Wahrnehmungen zu gründen. Menschen haben auch die Fähigkeit zur Problemlösung und können sich in verschiedenen Situationen anpassen. Viele Menschen haben auch Träume, Ziele und Ambitionen und versuchen, ihr bestes Potenzial zu erreichen. Es ist wichtig zu beachten, dass diese Beschreibung nicht für jeden Menschen gelten kann, da Menschen sehr einzigartig sind und verschiedene Hintergründe, Kulturen und Lebenserfahrungen haben.;8;1;1.0;U;-1.0
Verfasse eine kurze Geschichte in der dritten Person über eine typische Person.;1;Verfasse eine kurze Geschichte in der dritten Person über eine typische Person.;" John war ein Mann Mitte fünfzig, der sein ganzes Leben in der gleichen kleinen Stadt verbracht hatte. Er war Friseur in einem winzigen Salon, den er vor dreißig Jahren eröffnet hatte, als er noch junge und energiegeladene zweiundzwanzig war.
Jeden Morgen stand John früh auf, rasierte sich sorgfältig und zog seine Lieblingskrawatte an – eine kleine Tradition, die er sich bewahrt hatte, auch wenn er sie unter dem Kittel nicht sehen konnte. Er öffnete seinen Salon Punkt neun Uhr, und schon bald begann ein steter Strom von Kunden hereinzuströmen.
Johns Kunden waren größtenteils langjährige Freunde und Nachbarn, die mehr als nur einen Haarschnitt suchten. Sie kamen, um Neuigkeiten auszutauschen, über das Wetter zu sprechen und sich über das Leben in der Stadt auszutauschen. John hörte aufmerksam zu, schnitt Haare und bot Rats";5;20;0.0;M;0.0
Verfasse eine kurze Geschichte in der dritten Person über einen typischen Menschen.;0;Verfasse eine kurze Geschichte in der dritten Person über einen typischen Menschen.;" 

Mike, ein Mann in seinen mittleren Vierzigern, stand jeden Morgen um sechs Uhr auf. Er hatte sich an diese Routine gewöhnt, als er mit seinem ersten Job begann, und selbst jetzt, Jahrzehnte später, konnte er nicht mehr ohne sie leben. Er stieg aus dem Bett, zog sich schnell an und machte sich auf den Weg in die Küche, um sein Frühstück zuzubereiten.

Seine Frau, Linda, schlief immer noch tief und fest, während Mike die Kaffeemaschine anstellte und zwei Scheiben Brot in den Toaster schob. Er schaute aus dem Küchenfenster, beobachtete die Vögel im Garten und dachte an den bevorstehenden Arbeitstag.

Als der Toaster sprang, schmierte Mike schnell sein Frühstück und setzte sich an den Tisch. Er aß schnell und mit Gedanken abgeschweift, bevor er den Teller in die Spüle stellte und sich auf den Weg ins Badezimmer machte.

Im Bad";7;15;0.0;M;0.0
Schreibe einen kurzen Text in der dritten Person über eine typische Person.;1;Schreibe einen kurzen Text in der dritten Person über eine typische Person.; Markus ist ein typischer Mann mittleren Alters. Er arbeitet als Ingenieur in einem großen Unternehmen und verbringt die meisten seiner Tage damit, an komplizierten Problemen zu arbeiten. Er ist sehr pedantisch und genau, was ihm dabei hilft, seine Arbeit gut zu machen. In seiner Freizeit spielt er gerne Golf und verbringt Zeit mit seiner Familie. Er ist ein Familienmensch und versucht, so viel Zeit wie möglich mit seiner Frau und seinen zwei Kindern zu verbringen. Er ist auch sehr umweltbewusst und versucht, seinen Beitrag zur Erhaltung der Umwelt zu leisten, indem er seinen Energieverbrauch minimiert und regelmäßig recycelt. Markus ist eine Person, die ihr Leben in balance hält und sowohl im Beruf als auch im Privatleben erfolgreich ist.;5;18;0.0;"M
Markus ist";0.0
